userId,sessionId,artist,firstName,gender,itemInSession,lastName,length,level,location,song
80,611,Callenish Circle,Tegan,F,14,Levine,226.11546,paid,"Portland-South Portland, ME",Forgotten
16,575,Foo Fighters,Rylan,M,0,George,250.14812,paid,"Birmingham-Hoover, AL",Everlong
30,324,Portishead,Avery,F,15,Watkins,238.73261,paid,"San Jose-Sunnyvale-Santa Clara, CA",Hunter
80,611,Taylor Swift,Tegan,F,15,Levine,245.36771,paid,"Portland-South Portland, ME",The Way I Loved You
16,575,J-Live,Rylan,M,1,George,256.93995,paid,"Birmingham-Hoover, AL",Longevity
30,324,The White Stripes,Avery,F,16,Watkins,110.47138,paid,"San Jose-Sunnyvale-Santa Clara, CA",Fell In Love With A Girl
80,611,Dwight Yoakam,Tegan,F,16,Levine,239.3073,paid,"Portland-South Portland, ME",You're The One
30,324,The Black Keys,Avery,F,17,Watkins,238.99383,paid,"San Jose-Sunnyvale-Santa Clara, CA",Lies
16,575,Five,Rylan,M,2,George,207.62077,paid,"Birmingham-Hoover, AL",Got The Feelin'
16,575,,Rylan,M,3,George,,paid,"Birmingham-Hoover, AL",
80,611,Ra,Tegan,F,17,Levine,319.9473,paid,"Portland-South Portland, ME",Do You Call My Name
16,575,Coolio feat. L.V.,Rylan,M,4,George,241.57995,paid,"Birmingham-Hoover, AL",Gangsta's Paradise (LP Version)
30,324,Paramore,Avery,F,18,Watkins,211.51302,paid,"San Jose-Sunnyvale-Santa Clara, CA",Misery Business (Album Version)
30,324,Leggo Beast,Avery,F,19,Watkins,321.93261,paid,"San Jose-Sunnyvale-Santa Clara, CA",Itchy Feet
16,575,Nneka,Rylan,M,5,George,226.79465,paid,"Birmingham-Hoover, AL",Gypsy
80,611,Diam's,Tegan,F,18,Levine,250.72281,paid,"Portland-South Portland, ME",Dans Ma Bulle (Edit Radio - Live 2006)
16,575,Haley Bonar,Rylan,M,6,George,149.26322,paid,"Birmingham-Hoover, AL",Give It Up
80,611,Mansun,Tegan,F,19,Levine,140.53832,paid,"Portland-South Portland, ME",Love Remains (Home Demo)
30,324,3 Doors Down,Avery,F,20,Watkins,237.13914,paid,"San Jose-Sunnyvale-Santa Clara, CA",Here Without You
16,575,The Corrs,Rylan,M,7,George,168.07138,paid,"Birmingham-Hoover, AL",Toss The Feathers (Instrumental) ( LP Version )
80,611,Big Tymers,Tegan,F,20,Levine,197.79873,paid,"Portland-South Portland, ME",Big
30,324,Thursday,Avery,F,21,Watkins,215.37914,paid,"San Jose-Sunnyvale-Santa Clara, CA",I Am The Killer (Album Version)
16,575,Motion City Soundtrack,Rylan,M,8,George,111.49016,paid,"Birmingham-Hoover, AL",Don't Call It A Comeback (Album Version)
16,575,,Rylan,M,9,George,,paid,"Birmingham-Hoover, AL",
80,611,Usher,Tegan,F,21,Levine,224.10404,paid,"Portland-South Portland, ME",Hey Daddy (Daddy's Home)
16,575,Juanes,Rylan,M,10,George,233.40363,paid,"Birmingham-Hoover, AL",No Siento Penas
30,324,The Wombats,Avery,F,22,Watkins,164.70159,paid,"San Jose-Sunnyvale-Santa Clara, CA",Kill The Director [Radio Edit]
80,611,Katy Perry,Tegan,F,22,Levine,179.40853,paid,"Portland-South Portland, ME",I Kissed A Girl
16,575,As I Lay Dying,Rylan,M,11,George,231.78404,paid,"Birmingham-Hoover, AL",The Darkest Nights
30,324,BjÃÂ¶rk,Avery,F,23,Watkins,348.57751,paid,"San Jose-Sunnyvale-Santa Clara, CA",Undo
80,611,The Bobby Fuller Four,Tegan,F,23,Levine,138.60526,paid,"Portland-South Portland, ME",I Fought The Law (LP Version)
16,575,Charly GarcÃÂ­a,Rylan,M,12,George,330.89261,paid,"Birmingham-Hoover, AL",Influencia
80,611,New Bomb Turks,Tegan,F,24,Levine,60.55138,paid,"Portland-South Portland, ME",Too Much
80,611,The Black Keys,Tegan,F,25,Levine,196.91057,paid,"Portland-South Portland, ME",All Hands Against His Own
30,324,PeterLicht,Avery,F,24,Watkins,305.97179,paid,"San Jose-Sunnyvale-Santa Clara, CA",Blaues Blau
80,611,John Mayer,Tegan,F,26,Levine,359.23546,paid,"Portland-South Portland, ME",Friends_ Lovers Or Nothing
16,575,Stone Temple Pilots,Rylan,M,13,George,255.32036,paid,"Birmingham-Hoover, AL",A Song For Sleeping (LP Version)
30,324,Bad Lieutenant,Avery,F,25,Watkins,266.84036,paid,"San Jose-Sunnyvale-Santa Clara, CA",Head Into Tomorrow
16,575,Lily Allen,Rylan,M,14,George,192.49587,paid,"Birmingham-Hoover, AL",Smile Version Revisited (Mark Ronson Remix) (Explicit)
80,611,Neil Halstead,Tegan,F,27,Levine,294.29506,paid,"Portland-South Portland, ME",A Gentle Heart
30,324,Juanes,Avery,F,26,Watkins,222.37995,paid,"San Jose-Sunnyvale-Santa Clara, CA",Un DÃÂ­a Normal
16,575,Distance,Rylan,M,15,George,300.87791,paid,"Birmingham-Hoover, AL",Ska
30,324,Slipknot,Avery,F,27,Watkins,253.98812,paid,"San Jose-Sunnyvale-Santa Clara, CA",The Heretic Anthem (Album Version)
54,560,,Kaleb,M,0,Cook,,free,"Yuba City, CA",
80,611,Franz Ferdinand,Tegan,F,28,Levine,137.56036,paid,"Portland-South Portland, ME",Tell Her Tonight
16,575,Jedi Mind Tricks,Rylan,M,16,George,232.88118,paid,"Birmingham-Hoover, AL",Suicide
80,611,Miles Davis,Tegan,F,29,Levine,285.20444,paid,"Portland-South Portland, ME",Stella By Starlight
30,324,B.o.B,Avery,F,28,Watkins,269.63546,paid,"San Jose-Sunnyvale-Santa Clara, CA",Nothin' On You [feat. Bruno Mars] (Album Version)
16,575,The Avett Brothers,Rylan,M,17,George,300.85179,paid,"Birmingham-Hoover, AL",I And Love And You
80,611,Joshua Bell / Paul Coker,Tegan,F,30,Levine,275.93098,paid,"Portland-South Portland, ME",Caprice viennois op.2
30,324,Bad Brains,Avery,F,29,Watkins,32.31302,paid,"San Jose-Sunnyvale-Santa Clara, CA",Joshua's Song (1991 Digital Remaster)
30,324,Shakira ft. Wyclef Jean,Avery,F,30,Watkins,215.90159,paid,"San Jose-Sunnyvale-Santa Clara, CA",Hips Don't Lie
16,575,Band Of Horses,Rylan,M,18,George,321.14893,paid,"Birmingham-Hoover, AL",The Funeral (Album Version)
80,611,Alesana,Tegan,F,31,Levine,185.33832,paid,"Portland-South Portland, ME",Ambrosia
30,324,Samy Deluxe,Avery,F,31,Watkins,236.77342,paid,"San Jose-Sunnyvale-Santa Clara, CA",Einfach Ich
80,611,Corona,Tegan,F,32,Levine,408.60689,paid,"Portland-South Portland, ME",Higher Messiah
30,324,The Presets,Avery,F,32,Watkins,267.54567,paid,"San Jose-Sunnyvale-Santa Clara, CA",If I Know You
30,324,Pixies,Avery,F,33,Watkins,98.92526,paid,"San Jose-Sunnyvale-Santa Clara, CA",In Heaven
80,611,Existone,Tegan,F,33,Levine,652.30322,paid,"Portland-South Portland, ME",Wounded Soul
30,324,John Mayer,Avery,F,34,Watkins,258.16771,paid,"San Jose-Sunnyvale-Santa Clara, CA",Bold As Love
30,324,Zakir Hussain,Avery,F,35,Watkins,722.442,paid,"San Jose-Sunnyvale-Santa Clara, CA",The Great ndian Desert
80,611,Jag Panzer,Tegan,F,34,Levine,200.38485,paid,"Portland-South Portland, ME",Face Of Fear
80,611,Two Door Cinema Club,Tegan,F,35,Levine,189.67465,paid,"Portland-South Portland, ME",What You Know
80,611,Little Anthony & The Imperials,Tegan,F,36,Levine,127.42485,paid,"Portland-South Portland, ME",Hurt
30,324,AndrÃÂ©s Cepeda,Avery,F,36,Watkins,211.80036,paid,"San Jose-Sunnyvale-Santa Clara, CA",Me Lleva Tiempo
80,611,Herb Alpert And The Tijuana Brass,Tegan,F,37,Levine,132.80608,paid,"Portland-South Portland, ME",So What's New
30,324,Ozma,Avery,F,37,Watkins,144.53506,paid,"San Jose-Sunnyvale-Santa Clara, CA",Flight Of Yuri Gagarin
80,611,Ozric Tentacles,Tegan,F,38,Levine,461.21751,paid,"Portland-South Portland, ME",Mooncalf
30,324,Evanescence,Avery,F,38,Watkins,263.78404,paid,"San Jose-Sunnyvale-Santa Clara, CA",My Immortal (Album Version)
30,324,Weezer,Avery,F,39,Watkins,232.85506,paid,"San Jose-Sunnyvale-Santa Clara, CA",Velouria
43,369,Flying Lotus,Jahiem,M,0,Miles,115.33016,free,"San Antonio-New Braunfels, TX",Bad Actors
80,611,Ben Folds,Tegan,F,39,Levine,250.87955,paid,"Portland-South Portland, ME",Bitches Ain't Shit
30,324,matchbox twenty,Avery,F,40,Watkins,229.14567,paid,"San Jose-Sunnyvale-Santa Clara, CA",Unwell (Album Version)
80,611,Deftones,Tegan,F,40,Levine,189.75302,paid,"Portland-South Portland, ME",Feiticeira (LP Version)
49,615,,Chloe,F,0,Cuevas,,paid,"San Francisco-Oakland-Hayward, CA",
49,615,,Chloe,F,1,Cuevas,,paid,"San Francisco-Oakland-Hayward, CA",
44,536,,Aleena,F,0,Kirby,,paid,"Waterloo-Cedar Falls, IA",
30,324,Silverchair,Avery,F,41,Watkins,319.13751,paid,"San Jose-Sunnyvale-Santa Clara, CA",Without You (Album Version)
80,611,Muse,Tegan,F,41,Levine,258.06322,paid,"Portland-South Portland, ME",Map Of The Problematique
30,324,Zen CafÃÂ©,Avery,F,42,Watkins,259.02975,paid,"San Jose-Sunnyvale-Santa Clara, CA",Kotona kaikuu
80,611,Mariah Carey / Twista,Tegan,F,42,Levine,194.7424,paid,"Portland-South Portland, ME",One And Only
30,324,Strike Anywhere,Avery,F,43,Watkins,120.00608,paid,"San Jose-Sunnyvale-Santa Clara, CA",Gunpowder
30,324,Tri Sestry,Avery,F,44,Watkins,97.72363,paid,"San Jose-Sunnyvale-Santa Clara, CA",Had Stupid
30,324,Don Williams,Avery,F,45,Watkins,191.03302,paid,"San Jose-Sunnyvale-Santa Clara, CA",If Hollywood Don't Need You
30,324,The Nerves,Avery,F,46,Watkins,92.86485,paid,"San Jose-Sunnyvale-Santa Clara, CA",Are You Famous?
30,324,Ulf Wakenius,Avery,F,47,Watkins,324.15302,paid,"San Jose-Sunnyvale-Santa Clara, CA",Good Morning Susie Soho
30,324,The Kooks,Avery,F,48,Watkins,168.72444,paid,"San Jose-Sunnyvale-Santa Clara, CA",She Moves In Her Own Way
30,324,New Radicals,Avery,F,49,Watkins,300.82567,paid,"San Jose-Sunnyvale-Santa Clara, CA",You Get What You Give
30,324,Wolfmother,Avery,F,50,Watkins,333.7922,paid,"San Jose-Sunnyvale-Santa Clara, CA",Where Eagles Have Been
30,324,The Shins,Avery,F,51,Watkins,225.61914,paid,"San Jose-Sunnyvale-Santa Clara, CA",Spilt Needles (Album)
30,324,Nickel Creek,Avery,F,52,Watkins,248.58077,paid,"San Jose-Sunnyvale-Santa Clara, CA",Reasons Why
30,324,Pigeon John,Avery,F,53,Watkins,180.00934,paid,"San Jose-Sunnyvale-Santa Clara, CA",Crazy
30,324,Eels,Avery,F,54,Watkins,211.48689,paid,"San Jose-Sunnyvale-Santa Clara, CA",Love Of The Loveless
30,324,Harmonia,Avery,F,55,Watkins,655.77751,paid,"San Jose-Sunnyvale-Santa Clara, CA",Sehr kosmisch
30,324,Marina And The Diamonds,Avery,F,56,Watkins,182.59546,paid,"San Jose-Sunnyvale-Santa Clara, CA",Oh No! (album version)
30,324,Eminem,Avery,F,57,Watkins,284.86485,paid,"San Jose-Sunnyvale-Santa Clara, CA",The Real Slim Shady
30,324,Hassisen Kone,Avery,F,58,Watkins,162.61179,paid,"San Jose-Sunnyvale-Santa Clara, CA",REIPPAINA KÃÂYMME REKKAIN ALLE
30,324,Dwight Yoakam,Avery,F,59,Watkins,239.3073,paid,"San Jose-Sunnyvale-Santa Clara, CA",You're The One
30,324,Sunlounger,Avery,F,60,Watkins,594.15465,paid,"San Jose-Sunnyvale-Santa Clara, CA",White Sand
30,324,Youssou N'Dour,Avery,F,61,Watkins,238.39302,paid,"San Jose-Sunnyvale-Santa Clara, CA",Tan bi (Heat_ Breeze_ Tenderness) / Chaleur_ brise_ tendress
30,324,The Decemberists,Avery,F,62,Watkins,209.08363,paid,"San Jose-Sunnyvale-Santa Clara, CA",Red Right Ankle
30,324,The Ruts,Avery,F,63,Watkins,185.75628,paid,"San Jose-Sunnyvale-Santa Clara, CA",Savage Circle
30,324,Adrian Legg,Avery,F,64,Watkins,122.77506,paid,"San Jose-Sunnyvale-Santa Clara, CA",The One-Eyed Turk
30,324,,Avery,F,65,Watkins,,paid,"San Jose-Sunnyvale-Santa Clara, CA",
30,324,Bedrock,Avery,F,66,Watkins,664.0322,paid,"San Jose-Sunnyvale-Santa Clara, CA",Set In Stone
97,605,Prince & The Revolution,Kate,F,0,Harrell,280.00608,paid,"Lansing-East Lansing, MI",Let's Go Crazy (LP Version)
97,605,The Zombies,Kate,F,1,Harrell,157.33506,paid,"Lansing-East Lansing, MI",She's Coming Home
97,605,Portishead,Kate,F,2,Harrell,238.0273,paid,"Lansing-East Lansing, MI",Numb
30,324,Jack Johnson,Avery,F,67,Watkins,212.68853,paid,"San Jose-Sunnyvale-Santa Clara, CA",Breakdown
97,605,Justice,Kate,F,3,Harrell,205.50485,paid,"Lansing-East Lansing, MI",Let There Be Lite (Album Version)
30,324,Snow Patrol,Avery,F,68,Watkins,223.18975,paid,"San Jose-Sunnyvale-Santa Clara, CA",Set Down Your Glass
26,613,,Ryan,M,0,Smith,,free,"San Jose-Sunnyvale-Santa Clara, CA",
97,605,Lemon Jelly,Kate,F,4,Harrell,238.47138,paid,"Lansing-East Lansing, MI",Nice Weather For Ducks
30,324,The Lucksmiths,Avery,F,69,Watkins,153.70404,paid,"San Jose-Sunnyvale-Santa Clara, CA",Tale Of Two Cities
97,605,Ben Kweller,Kate,F,5,Harrell,188.60363,paid,"Lansing-East Lansing, MI",Magic
30,324,Fedde le Grand Pres. Flamingo,Avery,F,70,Watkins,396.32934,paid,"San Jose-Sunnyvale-Santa Clara, CA",Take No Shhh (Original Mix)
97,605,Rodrigo y Gabriela,Kate,F,6,Harrell,233.40363,paid,"Lansing-East Lansing, MI",VIKING MAN
97,605,Black Eyed Peas,Kate,F,7,Harrell,289.12281,paid,"Lansing-East Lansing, MI",I Gotta Feeling
30,324,Five Iron Frenzy,Avery,F,71,Watkins,236.09424,paid,"San Jose-Sunnyvale-Santa Clara, CA",Canada
50,598,Creedence Clearwater Revival,Ava,F,0,Robinson,164.57098,free,"New Haven-Milford, CT",Down On The Corner
50,598,Kings Of Leon,Ava,F,1,Robinson,186.69669,free,"New Haven-Milford, CT",Camaro
30,324,Fireflight,Avery,F,72,Watkins,201.16853,paid,"San Jose-Sunnyvale-Santa Clara, CA",Unbreakable
97,605,Steppenwolf,Kate,F,8,Harrell,208.14322,paid,"Lansing-East Lansing, MI",Born To Be Wild
50,598,New Found Glory,Ava,F,2,Robinson,222.69342,free,"New Haven-Milford, CT",the king of wishful thinking
60,531,,Devin,M,0,Larson,,free,"Tampa-St. Petersburg-Clearwater, FL",
30,324,The Pussycat Dolls,Avery,F,73,Watkins,221.1522,paid,"San Jose-Sunnyvale-Santa Clara, CA",Elevator
97,605,Eric Clapton,Kate,F,9,Harrell,208.48281,paid,"Lansing-East Lansing, MI",Willie And The Hand Jive
60,531,Josh Groban,Devin,M,1,Larson,260.70159,free,"Tampa-St. Petersburg-Clearwater, FL",Little Drummer Boy [featuring guitarist Andy McKee] (Album Version)
30,324,The Dresden Dolls,Avery,F,74,Watkins,286.40608,paid,"San Jose-Sunnyvale-Santa Clara, CA",Coin-Operated Boy
97,605,Pixies,Kate,F,10,Harrell,229.3024,paid,"Lansing-East Lansing, MI",Where Is My Mind?
60,531,Creedence Clearwater Revival,Devin,M,2,Larson,271.882,free,"Tampa-St. Petersburg-Clearwater, FL",I Put A Spell On You
97,605,The Smiths,Kate,F,11,Harrell,123.01016,paid,"Lansing-East Lansing, MI",Girlfriend In A Coma
30,324,Danger Doom,Avery,F,75,Watkins,187.27138,paid,"San Jose-Sunnyvale-Santa Clara, CA",No Names (Black Debbie) (Album Version)
97,605,Taylor Swift,Kate,F,12,Harrell,233.89995,paid,"Lansing-East Lansing, MI",Love Story
30,324,Vilma Palma e Vampiros,Avery,F,76,Watkins,281.99138,paid,"San Jose-Sunnyvale-Santa Clara, CA",La pachanga
97,605,Busta Rhymes feat. Pharrell,Kate,F,13,Harrell,220.47302,paid,"Lansing-East Lansing, MI",Light Your Ass On Fire
30,324,Little People,Avery,F,77,Watkins,230.1122,paid,"San Jose-Sunnyvale-Santa Clara, CA",Above The Clouds
97,605,Dwight Yoakam,Kate,F,14,Harrell,239.3073,paid,"Lansing-East Lansing, MI",You're The One
30,324,Amy Winehouse,Avery,F,78,Watkins,164.85832,paid,"San Jose-Sunnyvale-Santa Clara, CA",He Can Only Hold Her
97,605,Ernie K-Doe,Kate,F,15,Harrell,160.96608,paid,"Lansing-East Lansing, MI",Te-Ta-Te-Ta-Ta (2002 Digital Remaster)
30,324,Alesana,Avery,F,79,Watkins,242.49424,paid,"San Jose-Sunnyvale-Santa Clara, CA",Congratulations_ I Hate You
97,605,Dwight Yoakam,Kate,F,16,Harrell,239.3073,paid,"Lansing-East Lansing, MI",You're The One
30,324,Gazpacho,Avery,F,80,Watkins,253.51791,paid,"San Jose-Sunnyvale-Santa Clara, CA",Premonicion
97,605,Black Lips,Kate,F,17,Harrell,162.76853,paid,"Lansing-East Lansing, MI",Lock and Key
97,605,Kanye West,Kate,F,18,Harrell,311.84934,paid,"Lansing-East Lansing, MI",Stronger
30,324,Arcade Fire,Avery,F,81,Watkins,136.69832,paid,"San Jose-Sunnyvale-Santa Clara, CA",Neon Bible
30,324,Barry Tuckwell/Academy of St Martin-in-the-Fields/Sir Neville Marriner,Avery,F,82,Watkins,277.15873,paid,"San Jose-Sunnyvale-Santa Clara, CA",Horn Concerto No. 4 in E flat K495: II. Romance (Andante cantabile)
97,605,Fanfarlo,Kate,F,19,Harrell,270.78485,paid,"Lansing-East Lansing, MI",I'm a Pilot
30,324,Crystal Castles,Avery,F,83,Watkins,251.08853,paid,"San Jose-Sunnyvale-Santa Clara, CA",Empathy
30,324,,Avery,F,84,Watkins,,paid,"San Jose-Sunnyvale-Santa Clara, CA",
30,324,,Avery,F,85,Watkins,,paid,"San Jose-Sunnyvale-Santa Clara, CA",
97,605,Zeca Baleiro,Kate,F,20,Harrell,452.8322,paid,"Lansing-East Lansing, MI",Brigitte Bardot
30,324,Angus & Julia Stone,Avery,F,86,Watkins,236.95628,paid,"San Jose-Sunnyvale-Santa Clara, CA",Just A Boy
30,324,Julian Casablancas,Avery,F,87,Watkins,302.47138,paid,"San Jose-Sunnyvale-Santa Clara, CA",4 Chords of the Apocalypse
97,605,Fat Joe,Kate,F,21,Harrell,241.34485,paid,"Lansing-East Lansing, MI",Safe 2 Say [The Incredible] (Album Version - Amended)
30,324,Usher Featuring Lil' Jon & Ludacris,Avery,F,88,Watkins,250.38322,paid,"San Jose-Sunnyvale-Santa Clara, CA",Yeah!
97,605,Pat Benatar,Kate,F,22,Harrell,290.37669,paid,"Lansing-East Lansing, MI",Don't Walk Away
30,324,Fergie,Avery,F,89,Watkins,248.39791,paid,"San Jose-Sunnyvale-Santa Clara, CA",Losing My Ground
97,605,Muse,Kate,F,23,Harrell,209.50159,paid,"Lansing-East Lansing, MI",Supermassive Black Hole (Twilight Soundtrack Version)
30,324,Two Door Cinema Club,Avery,F,90,Watkins,168.09751,paid,"San Jose-Sunnyvale-Santa Clara, CA",Undercover Martyn
97,605,Spineshank,Kate,F,24,Harrell,167.26159,paid,"Lansing-East Lansing, MI",Intake (Album Version)
30,324,Whitney Houston Duet With Mariah Carey,Avery,F,91,Watkins,273.34485,paid,"San Jose-Sunnyvale-Santa Clara, CA",When You Believe
97,605,Death Cab for Cutie,Kate,F,25,Harrell,488.64608,paid,"Lansing-East Lansing, MI",Transatlanticism
30,324,Noir DÃÂ©sir,Avery,F,92,Watkins,374.77832,paid,"San Jose-Sunnyvale-Santa Clara, CA",Ces Gens LÃÂ 
